Title,Author,ISBN Valid,Publisher,Subjects,i,isbn_clean,metadata,description_x,categories,all_text,description_y,first_isbn,api_title,api_authors,api_publisher,api_published_date,api_description,api_categories,api_thumbnail
Tout commence avec le corps : 15 exercices sensoriels pour entraîner le cerveau /,"Vincent, Lucy",9782415002596; 2415002593,Odile Jacob,Neurosciences; Cerveau--Entraînement; Réalisation de soi; Guides pratiques,445,9782415002596,,,,"tout commence avec le corps : 15 exercices sensoriels pour entraîner le cerveau / vincent, lucy neurosciences; cerveau--entraînement; réalisation de soi; guides pratiques ",,9782415002596,,,,,,,
Algocratie : vivre libre à l'heure des algorithmes /,"Grimonpont, Arthur 19..-....",2330168675; 9782330168674,Actes Sud,Société numérique; Changement social; Algorithmes; Intelligence artificielle; Désinformation; Médias sociaux; Réseaux sociaux (Internet); Démocratie; Facebook (site web),446,2330168675,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 0}",,[],"algocratie : vivre libre à l'heure des algorithmes / grimonpont, arthur 19..-.... société numérique; changement social; algorithmes; intelligence artificielle; désinformation; médias sociaux; réseaux sociaux (internet); démocratie; facebook (site web) ",,2330168675,Algocratie,Arthur Grimonpont,,2022,,,
S'échapper /,"Duquesne, Martine, 1954-",9782828920739; 2828920739,Editions Favre,,447,9782828920739,,,,"s'échapper / duquesne, martine, 1954-  ",,9782828920739,S'échapper,Martine Duquesne,,2023,,,
"Vie, vieillesse et mort d'une femme du peuple /","Eribon, Didier",9782080421609; 2080421603,Flammarion,Vieillesse.; Personnes âgées dépendantes.; Femmes âgées.; Enfants adultes de parents âgés.,448,9782080421609,,,,"vie, vieillesse et mort d'une femme du peuple / eribon, didier vieillesse.; personnes âgées dépendantes.; femmes âgées.; enfants adultes de parents âgés. ",,9782080421609,,,,,,,
Un puma dans le coeur /,"Dupays, Stéphanie",9782823620092; 2823620095,Editions de l'Olivier,,449,9782823620092,,,,"un puma dans le coeur / dupays, stéphanie  ",,9782823620092,,,,,,,
Mars : récit /,"Zorn, Fritz",9782072940019; 207294001X,Gallimard,,450,9782072940019,,,,"mars : récit / zorn, fritz  ",,9782072940019,,,,,,,
Petit éloge de la médiocrité /,"Meurice, Guillaume",9791025205785,Les Pérégrines,Société--2000-....,451,9791025205785,,,,"petit éloge de la médiocrité / meurice, guillaume société--2000-.... ",,9791025205785,,,,,,,
L'été où je suis devenue vieille /,"Courtivron, Isabelle de",9782378801151; 2378801157,L'Iconoclaste,Vieillesse; Récits personnels,452,9782378801151,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 0}",,[],"l'été où je suis devenue vieille / courtivron, isabelle de vieillesse; récits personnels ",,9782378801151,,,,,,,
Le livre pour toi ; Cantique d'été /,"Burnat-Provins, Marguerite, 1872-1952",9782884749909; 288474990X,Infolio,,453,9782884749909,,,,"le livre pour toi ; cantique d'été / burnat-provins, marguerite, 1872-1952  ",,9782884749909,,,,,,,
Une fin heureuse : roman /,"Uthaug, Maren, 1972-",9782351782668; 2351782666,Gallmeister,Roman,454,9782351782668,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 0}",,[],"une fin heureuse : roman / uthaug, maren, 1972- roman ",,9782351782668,,,,,,,
Son odeur après la pluie /,"Sapin-Defour, Cédric, 1975-",9782234093966; 2234093961,Stock,Roman français; Propriétaires d'animaux familiers; Chien,455,9782234093966,"{'description': ""Le récit du lien, unique, surpassant tellement d'autres relations, qui unit l'auteur à son bouvier bernois Ubac."", 'categories': [], 'avg_rating': 0, 'page_count': 0}","Le récit du lien, unique, surpassant tellement d'autres relations, qui unit l'auteur à son bouvier bernois Ubac.",[],"son odeur après la pluie / sapin-defour, cédric, 1975- roman français; propriétaires d'animaux familiers; chien ",,9782234093966,,,,,,,
L'art subtil de s'en foutre : [un guide à contre-courant pour être soi-même] /,"Manson, Mark",9782212567595; 2212567596,Eyrolles,,456,9782212567595,,,,"l'art subtil de s'en foutre : [un guide à contre-courant pour être soi-même] / manson, mark  ",,9782212567595,,,,,,,
Niré : une clochette sans battant : roman /,"Shimazaki, Aki, 1954-",9782330179670; 2330179677,Actes Sud,Roman japonais,457,9782330179670,"{'description': ""Alors que son épouse attend leur troisième enfant, Nobuki Niré trouve un vieux cahier dans l'un des tiroirs de son ancien bureau d'écolier. Il s'agit du journal que sa mère, atteinte d'Alzheimer, a éprouvé le besoin de tenir lorsqu'elle a senti sa mémoire décliner. A travers ces quelques mots, parfois quotidiens, parfois intimes, Nobuki va découvrir une femme qui a eu une vie avant lui, à travers lui, et qui désormais ne peut plus en rendre compte.]"", 'categories': ['Adult children of aging parents'], 'avg_rating': 0, 'page_count': 0}","Alors que son épouse attend leur troisième enfant, Nobuki Niré trouve un vieux cahier dans l'un des tiroirs de son ancien bureau d'écolier. Il s'agit du journal que sa mère, atteinte d'Alzheimer, a éprouvé le besoin de tenir lorsqu'elle a senti sa mémoire décliner. A travers ces quelques mots, parfois quotidiens, parfois intimes, Nobuki va découvrir une femme qui a eu une vie avant lui, à travers lui, et qui désormais ne peut plus en rendre compte.]",['Adult children of aging parents'],"niré : une clochette sans battant : roman / shimazaki, aki, 1954- roman japonais ",,9782330179670,,,,,,,
Jamais là par hasard : roman /,"Fouchet, Lorraine 1956-....",9782350878744; 2350878740,Editions Heloïse d'Ormesson,Roman,458,9782350878744,"{'description': '', 'categories': [], 'avg_rating': 4, 'page_count': 0}",,[],"jamais là par hasard : roman / fouchet, lorraine 1956-.... roman ",,9782350878744,Jamais là par hasard,Lorraine Fouchet,,2023-03,,,
L'année de la pensée magique /,"Didion, Joan",9782246712510; 2246712513,B Grasset,,459,9782246712510,,,,"l'année de la pensée magique / didion, joan  ","Une soirée ordinaire, fin décembre à New York. Joan Didion s'apprête à dîner avec son mari, l'écrivain John Gregory Dunne - quand ce dernier s'écroule sur la table de la salle à manger, victime d'une crise cardiaque foudroyante. Pendant une année entière, elle essaiera de se résoudre à la mort du compagnon de toute sa vie et de s'occuper de leur fille, plongée dans le coma à la suite d'une grave pneumonie. La souffrance, l'incompréhension, l'incrédulité, la méditation obsessionnelle autour de cet événement si commun et pourtant inconcevable : dans un récit impressionnant de sobriété et d'implacable honnêteté, Didion raconte la folie du deuil et dissèque, entre sécheresse clinique et monologue intérieur, la plus indicible expérience - et sa rédemption par la littérature. L'année de la pensée magique a été consacré "" livre de l'année 2006 "" aux Etats-Unis. Best-seller encensé par la critique, déjà considéré comme un classique de la littérature sur le deuil, ce témoignage bouleversant a été couronné par le National Book Award et vient d'être adapté pour la scène à Broadway, par l'auteur elle-même, dans une mise en scène de David Hare, avec Vanessa Redgrave.",9782246712510,L'année de la pensée magique,Joan Didion,Grasset & Fasquelle,2007,"Une soirée ordinaire, fin décembre à New York. Joan Didion s'apprête à dîner avec son mari, l'écrivain John Gregory Dunne - quand ce dernier s'écroule sur la table de la salle à manger, victime d'une crise cardiaque foudroyante. Pendant une année entière, elle essaiera de se résoudre à la mort du compagnon de toute sa vie et de s'occuper de leur fille, plongée dans le coma à la suite d'une grave pneumonie. La souffrance, l'incompréhension, l'incrédulité, la méditation obsessionnelle autour de cet événement si commun et pourtant inconcevable : dans un récit impressionnant de sobriété et d'implacable honnêteté, Didion raconte la folie du deuil et dissèque, entre sécheresse clinique et monologue intérieur, la plus indicible expérience - et sa rédemption par la littérature. L'année de la pensée magique a été consacré "" livre de l'année 2006 "" aux Etats-Unis. Best-seller encensé par la critique, déjà considéré comme un classique de la littérature sur le deuil, ce témoignage bouleversant a été couronné par le National Book Award et vient d'être adapté pour la scène à Broadway, par l'auteur elle-même, dans une mise en scène de David Hare, avec Vanessa Redgrave.",Grief,
Se reconstruire : la blessure est l'endroit où la lumière pénètre en vous /,"Nabati, Moussa",9782221253939; 2221253930,Laffont,Psychologie--Résilience; Réalisation de soi; Guides pratiques,460,9782221253939,,,,"se reconstruire : la blessure est l'endroit où la lumière pénètre en vous / nabati, moussa psychologie--résilience; réalisation de soi; guides pratiques ",,9782221253939,,,,,,,
A tire-d'aile : des joyaux entre ciel et terre /,"Duchoud, Pierre",9782882959607; 2882959605,Editions Cabédita,,461,9782882959607,"{'description': '', 'categories': [], 'avg_rating': 0, 'page_count': 0}",,[],"a tire-d'aile : des joyaux entre ciel et terre / duchoud, pierre  ",,9782882959607,,,,,,,
La foudre : roman /,"Bailly, Pierric 1982-....",9782818058510; 2818058511,POL,Roman francophone,462,9782818058510,"{'description': '""Il est quand même tard pour appeler, je me rabats sur un SMS. Je dis à Nadia que je viens d\'apprendre pour Alexandre et que je suis stupéfait, c\'est le mot que j\'emploie, il ne convient peut-être pas très bien mais j\'ai du mal à trouver une formule adaptée. S\'il était mort ou s\'il avait subi un accident, ça viendrait facilement. On sait comment s\'adresser à l\'entourage des victimes, on sait quoi dire à ceux qui vont mal, à ceux qui souffrent. Mais qu\'est-ce qu\'on écrit à la femme d\'un assassin ?""--Page 4 of cover.', 'categories': [], 'avg_rating': 0, 'page_count': 0}","""Il est quand même tard pour appeler, je me rabats sur un SMS. Je dis à Nadia que je viens d'apprendre pour Alexandre et que je suis stupéfait, c'est le mot que j'emploie, il ne convient peut-être pas très bien mais j'ai du mal à trouver une formule adaptée. S'il était mort ou s'il avait subi un accident, ça viendrait facilement. On sait comment s'adresser à l'entourage des victimes, on sait quoi dire à ceux qui vont mal, à ceux qui souffrent. Mais qu'est-ce qu'on écrit à la femme d'un assassin ?""--Page 4 of cover.",[],"la foudre : roman / bailly, pierric 1982-.... roman francophone ",,9782818058510,La foudre,Pierric Bailly,,2023,"""Il est quand même tard pour appeler, je me rabats sur un SMS. Je dis à Nadia que je viens d'apprendre pour Alexandre et que je suis stupéfait, c'est le mot que j'emploie, il ne convient peut-être pas très bien mais j'ai du mal à trouver une formule adaptée. S'il était mort ou s'il avait subi un accident, ça viendrait facilement. On sait comment s'adresser à l'entourage des victimes, on sait quoi dire à ceux qui vont mal, à ceux qui souffrent. Mais qu'est-ce qu'on écrit à la femme d'un assassin ?""--Page 4 of cover.",,http://books.google.com/books/content?id=Pf8U0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
La petite-fille : roman /,"Schlink, Bernhard 1944-....",9782072995316; 2072995310,Gallimard,Roman historique; Roman allemand,463,9782072995316,,,,"la petite-fille : roman / schlink, bernhard 1944-.... roman historique; roman allemand ",,9782072995316,,,,,,,
L'amour : roman /,"Bégaudeau, François",9782073029164; 2073029167,Verticales,Roman français,464,9782073029164,,,,"l'amour : roman / bégaudeau, françois roman français ",,9782073029164,L'amour,François Bégaudeau,Verticales,2023,"""J'ai voulu raconter l'amour tel qu'il est vécu la plupart du temps par la plupart des gens: sans crise ni événement. Au gré de la vie qui passe, des printemps qui reviennent et repartent. Dans la mélancolie des choses. Il est partout et nulle part, il est dans le temps même. Les Moreau vont vivre cinquante ans côte à côte, en compagnie l'un de l'autre. C'est le bon mot : elle est sa compagne, il est son compagnon. Seule la mort les séparera, et encore ce n'est pas sûr.""--Page 4 of cover.",,http://books.google.com/books/content?id=F_wV0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Chaleur humaine : roman /,"Joncour, Serge",9782226478344; 2226478345,Albin Michel,,465,9782226478344,,,,"chaleur humaine : roman / joncour, serge  ","Ceci est un roman total. Entrelaçant l'histoire du monde et une histoire de famille, il embrasse notre présent et nos fautes passées. En quelques semaines, du début du mois de janvier 2020 à la fin du mois de mars, le quotidien d'une famille française va basculer en même temps que l'humanité. Fuyant le confinement urbain, Vanessa, Caroline et Agathe se réfugient aux Bertranges, une ferme du Lot entre les collines et la rivière, où leurs parents vivent toujours. Les trois soeurs y retrouvent Alexandre, ce frère si rassurant avec qui elles sont pourtant en froid depuis quinze ans, ainsi que des animaux qui vont resserrer les liens du clan. Tandis que, du dérèglement climatique aux règlements de compte, des épidémies aux amours retrouvées, la nature reprend ses droits, ces hommes et ces femmes vont vivre un huis clos d'une rare intensité. Avec Chaleur humaine, Serge Joncour nous tend un miroir vertigineux et, ce faisant, il ajoute une pierre essentielle à son oeuvre",9782226478344,,,,,,,
Le vieil incendie /,"Dusapin, Elisa Shua 1992-....",9782889072460; 2889072460,Zoé,Roman suisse de langue française; Littérature suisse de langue française,466,9782889072460,,,,"le vieil incendie / dusapin, elisa shua 1992-.... roman suisse de langue française; littérature suisse de langue française ",,9782889072460,,,,,,,
Aveuglément /,"Voïta, Laurence",9782828920890; 2828920895,Favre,,467,9782828920890,,,,"aveuglément / voïta, laurence  ",,9782828920890,Aveuglément,Laurence Voïta,,2023,,,
L'épaisseur d'un cheveu : roman /,"Berest, Claire, 1982-",9782226475015; 222647501X,Albin Michel,,468,9782226475015,"{'description': '« Il était alors impossible d\'imaginer que trois jours plus tard, dans la nuit de jeudi à vendredi, Etienne tuerait sa femme. » Etienne est correcteur dans l\'édition. Avec sa femme Vive, délicieusement fantasque, ils forment depuis dix ans un couple solide et amoureux. Parisiens éclairés qui vont de vernissage en concert classique, ils sont l\'un pour l\'autre ce que chacun cherchait depuis longtemps. Mais quelque chose va faire dérailler cette parfaite partition. Ce sera aussi infime que l\'épaisseur d\'un cheveu, aussi violent qu\'un cyclone qui ravage tout sur son passage. Implacable trajectoire tragique, ""L\'Épaisseur d\'un cheveu"" ausculte notre part d\'ombre. Claire Berest met en place un compte-à-rebours avec l\'extrême précision qu\'on lui connaît pour se livrer à la fascinante autopsie d\'un homme en route vers la folie.', 'categories': [], 'avg_rating': 0, 'page_count': 0}","« Il était alors impossible d'imaginer que trois jours plus tard, dans la nuit de jeudi à vendredi, Etienne tuerait sa femme. » Etienne est correcteur dans l'édition. Avec sa femme Vive, délicieusement fantasque, ils forment depuis dix ans un couple solide et amoureux. Parisiens éclairés qui vont de vernissage en concert classique, ils sont l'un pour l'autre ce que chacun cherchait depuis longtemps. Mais quelque chose va faire dérailler cette parfaite partition. Ce sera aussi infime que l'épaisseur d'un cheveu, aussi violent qu'un cyclone qui ravage tout sur son passage. Implacable trajectoire tragique, ""L'Épaisseur d'un cheveu"" ausculte notre part d'ombre. Claire Berest met en place un compte-à-rebours avec l'extrême précision qu'on lui connaît pour se livrer à la fascinante autopsie d'un homme en route vers la folie.",[],"l'épaisseur d'un cheveu : roman / berest, claire, 1982-  ",,9782226475015,L'épaisseur d'un cheveu,Claire Berest,,2023-08-23,"« Il était alors impossible d'imaginer que trois jours plus tard, dans la nuit de jeudi à vendredi, Etienne tuerait sa femme. » Etienne est correcteur dans l'édition. Avec sa femme Vive, délicieusement fantasque, ils forment depuis dix ans un couple solide et amoureux. Parisiens éclairés qui vont de vernissage en concert classique, ils sont l'un pour l'autre ce que chacun cherchait depuis longtemps. Mais quelque chose va faire dérailler cette parfaite partition. Ce sera aussi infime que l'épaisseur d'un cheveu, aussi violent qu'un cyclone qui ravage tout sur son passage. Implacable trajectoire tragique, ""L'Épaisseur d'un cheveu"" ausculte notre part d'ombre. Claire Berest met en place un compte-à-rebours avec l'extrême précision qu'on lui connaît pour se livrer à la fascinante autopsie d'un homme en route vers la folie.",,http://books.google.com/books/content?id=ytoC0AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Sarah, Susanne et l'écrivain : roman /","Reinhardt, Éric 1965-....",9782072945892; 2072945895,Gallimard,Roman français,469,9782072945892,,,,"sarah, susanne et l'écrivain : roman / reinhardt, éric 1965-.... roman français ","""Sarah a confié l'histoire de sa vie à un écrivain qu'elle admire, afin qu'il en fasse un roman. Dans ce roman, Sarah s'appelle Susanne. Au départ de ce récit, Susanne ne se sent plus aimée comme autrefois. Chaque soir, son mari se retire dans son bureau, la laissant seule avec leurs enfants. Dans le même temps, elle s'aperçoit qu'il possède soixante-quinze pour cent de leur domicile conjugal. Troublée, elle demande à son époux de rééquilibrer la répartition et de se montrer plus présent, en vain. Pour l'obliger à réagir, Susanne lui annonce qu'elle va vivre ailleurs quelque temps. Cette décision provoquera un enchaînement d'événements aussi bouleversants qu'imprévisibles... Réflexion sur le lien troublant et mystérieux qui peut apparaître entre lecteurs et écrivains, ce roman puissant, porté par la beauté de son écriture, fait le portrait d'une femme qui cherche à être à sa juste place, quelque périlleux que puisse être le chemin qui y mène.""--Page 4 of cover.",9782072945892,,,,,,,
L'extraordinaire pouvoir des fascias en mouvement : l'approche corporelle innovante et accessible à tous pour se libérer des douleurs musculaires et articulaires et protéger sa colonne vertébrale : la méthode Munz Floor /,"Munz, Alexandre",9782212573930; 2212573936,Editions Eyrolles,Douleur--Thérapeutique; Thérapeutique par l'exercice; Fascia; Gestion de la douleur; Traitement par les exercices physiques,470,9782212573930,,,,"l'extraordinaire pouvoir des fascias en mouvement : l'approche corporelle innovante et accessible à tous pour se libérer des douleurs musculaires et articulaires et protéger sa colonne vertébrale : la méthode munz floor / munz, alexandre douleur--thérapeutique; thérapeutique par l'exercice; fascia; gestion de la douleur; traitement par les exercices physiques ","« Basée sur des mouvements de la colonne vertébrale en rotation, la méthode Munz Floor permet de récupérer du tonus musculaire profond et de libérer les tensions et douleurs au niveau des muscles et des articulations afin de soulager le mal de dos ainsi que le stress et les migraines en agissant directement sur le système nerveux central. »--",9782212573930,L'extraordinaire pouvoir des fascias en mouvement,Alexandre Munz,Editions Eyrolles,2022,"« Basée sur des mouvements de la colonne vertébrale en rotation, la méthode Munz Floor permet de récupérer du tonus musculaire profond et de libérer les tensions et douleurs au niveau des muscles et des articulations afin de soulager le mal de dos ainsi que le stress et les migraines en agissant directement sur le système nerveux central. »--",Exercise therapy,http://books.google.com/books/content?id=DW1ZEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Les princesses ont toujours raison : la sagesse des contes et légendes pour déjouer les pièges d'aujourd'hui /,"Midal, Fabrice 1967-....",9782080424105; 2080424106,Versilio; Flammarion,Réalisation de soi; Mythe--Influence; Contes littéraires--Analyse,471,9782080424105,"{'description': ""Dans tous les contes, mythes et légendes, les princesses ont toujours raison : ce sont elles qui consentent, qui décident, qui agissent. Elles ont un atout extraordinaire : leur grande sensibilité, qui leur permet de détecter les signaux faibles et de triompher des emmerdes. Dans ce livre, Fabrice Midal propose une lecture philosophique et décapante de cette sagesse dont nous avons hérité mais que nous négligeons. Autrefois, ces histoires n'étaient pas destinées aux enfants : elles s'adressaient aux adultes pour éclairer l'énigme de la condition humaine. Véhiculant un savoir profond, ces histoires donnent des clés pour affronter toutes les formes de violence, d'ignorance et de haine que nous rencontrons dans nos sociétés actuelles."", 'categories': [], 'avg_rating': 0, 'page_count': 0}","Dans tous les contes, mythes et légendes, les princesses ont toujours raison : ce sont elles qui consentent, qui décident, qui agissent. Elles ont un atout extraordinaire : leur grande sensibilité, qui leur permet de détecter les signaux faibles et de triompher des emmerdes. Dans ce livre, Fabrice Midal propose une lecture philosophique et décapante de cette sagesse dont nous avons hérité mais que nous négligeons. Autrefois, ces histoires n'étaient pas destinées aux enfants : elles s'adressaient aux adultes pour éclairer l'énigme de la condition humaine. Véhiculant un savoir profond, ces histoires donnent des clés pour affronter toutes les formes de violence, d'ignorance et de haine que nous rencontrons dans nos sociétés actuelles.",[],"les princesses ont toujours raison : la sagesse des contes et légendes pour déjouer les pièges d'aujourd'hui / midal, fabrice 1967-.... réalisation de soi; mythe--influence; contes littéraires--analyse ",,9782080424105,Les princesses ont toujours raison,Fabrice Midal,Companyédition Flammarion/Versilio,2023-05-31,"Dans tous les contes, mythes et légendes, les princesses ont toujours raison : ce sont elles qui consentent, qui décident, qui agissent. Elles ont un atout extraordinaire : leur grande sensibilité, qui leur permet de détecter les signaux faibles et de triompher des emmerdes. Dans ce livre, Fabrice Midal propose une lecture philosophique et décapante de cette sagesse dont nous avons hérité mais que nous négligeons. Autrefois, ces histoires n'étaient pas destinées aux enfants : elles s'adressaient aux adultes pour éclairer l'énigme de la condition humaine. Véhiculant un savoir profond, ces histoires donnent des clés pour affronter toutes les formes de violence, d'ignorance et de haine que nous rencontrons dans nos sociétés actuelles.",,
Yuka : le guide de l'alimentation saine /,"Chapon, Julie, 1988-",9782501140607; 2501140605,Marabout,Diététique; Cuisine,472,9782501140607,,,,"yuka : le guide de l'alimentation saine / chapon, julie, 1988- diététique; cuisine ",,9782501140607,Yuka,"Julie Chapon, Anthony Berthou",,2020-10-14,,,
Le médecin de Cape Town /,"Levy, Ellen J.",9782823616682; 2823616683,Editions de l'Olivier,,473,9782823616682,,,,"le médecin de cape town / levy, ellen j.  ","Margaret est une jeune irlandaise née à Cork dans une famille et une époque, le XIXe siècle, incapables de lui promettre un destin à sa hauteur. Son mentor, un professeur de sciences, la pousse à se grimer en garçon afin de suivre les études de médecine qui la passionnent. Elle bande ses seins, achète des vêtements masculins, change l'intonation de sa voix et devient Jonathan Mirandus Perry. Mais derrière la réussite éclatante, Margaret apprend à se cacher sans cesse. Afin d'être pleinement ce qu'elle veut, elle doit mener une double vie ou plutôt une vie multiple. Inspiré de l'histoire vraie du Dr James Miranda Barry, le premier roman de E. J. Levy a choisi un angle inédit : certains considèrent ce personnage réel comme le premier transsexuel de l'histoire. Levy défend un autre point de vue. Selon elle, Jonathan et Margaret cohabitent dans la même peau, l'un suivant la carrière ascendante d'un homme, l'autre s'autorisant dans l'intimité la plus secrète à être une femme amoureuse. ""Ce roman nous pousse à mettre de côté notre conception de l'existence pour entrer dans la peau d'un personnage hors du commun. C'est ce que font les très bons romans : nous faire réfléchir autrement"". Richard Russo E. J. Levy est enseignante. Son premier recueil de nouvelles, L'amour, en théorie (Rivages, 2015) a été récompensé par de nombreux prix en Amérique, dont le prestigieux Flannery O'Connor Short Story Award. La vie multiple est son premier roman.[payot.ch]",9782823616682,Le médecin de Cape Town,E.J. Levy (autrice.),,2023,"Margaret est une jeune irlandaise née à Cork dans une famille et une époque, le XIXe siècle, incapables de lui promettre un destin à sa hauteur. Son mentor, un professeur de sciences, la pousse à se grimer en garçon afin de suivre les études de médecine qui la passionnent. Elle bande ses seins, achète des vêtements masculins, change l'intonation de sa voix et devient Jonathan Mirandus Perry. Mais derrière la réussite éclatante, Margaret apprend à se cacher sans cesse. Afin d'être pleinement ce qu'elle veut, elle doit mener une double vie ou plutôt une vie multiple. Inspiré de l'histoire vraie du Dr James Miranda Barry, le premier roman de E. J. Levy a choisi un angle inédit : certains considèrent ce personnage réel comme le premier transsexuel de l'histoire. Levy défend un autre point de vue. Selon elle, Jonathan et Margaret cohabitent dans la même peau, l'un suivant la carrière ascendante d'un homme, l'autre s'autorisant dans l'intimité la plus secrète à être une femme amoureuse. ""Ce roman nous pousse à mettre de côté notre conception de l'existence pour entrer dans la peau d'un personnage hors du commun. C'est ce que font les très bons romans : nous faire réfléchir autrement"". Richard Russo E. J. Levy est enseignante. Son premier recueil de nouvelles, L'amour, en théorie (Rivages, 2015) a été récompensé par de nombreux prix en Amérique, dont le prestigieux Flannery O'Connor Short Story Award. La vie multiple est son premier roman.[payot.ch]",,
Le test : une expérience inouïe : la preuve de l'après-vie? /,"Allix, Stéphane",9782226319081; 2226319085,Albin Michel,Deuil; Médiums; Médiumnité; Parapsychologie; Spiritisme--Livres documentaires; [Récits personnels],474,9782226319081,"{'description': ""Peut-on parler avec les morts ? Des femmes et des hommes le prétendent et en font même profession. Des milliers de gens les consultent. Ces capacités sont-elles réelles ou sont-elles une illusion ? Pour répondre à ces interrogations, Stéphane Allix a interrogé six médiums. Les résultats sont stupéfiants et confirment ce que révèlent les recherches scientifiques menées sur ce sujet : la vie après la mort est aujourd'hui une hypothèse rationnelle. Comment devient-on médium ? Est-ce un don ou une malédiction ? Comment décrire ce qui se passe lors de la mort ? Où va-t-on après ? Consulter un médium peut-il aider au processus de deuil ? Comment éviter les charlatans ? Autant de questions que ce livre aborde, nous entraînant à la découverte d'une réalité à la fois simple et vertigineuse : il est possible de communiquer avec ceux que nous aimons au-delà de la mort."", 'categories': [], 'avg_rating': 0, 'page_count': 278}","Peut-on parler avec les morts ? Des femmes et des hommes le prétendent et en font même profession. Des milliers de gens les consultent. Ces capacités sont-elles réelles ou sont-elles une illusion ? Pour répondre à ces interrogations, Stéphane Allix a interrogé six médiums. Les résultats sont stupéfiants et confirment ce que révèlent les recherches scientifiques menées sur ce sujet : la vie après la mort est aujourd'hui une hypothèse rationnelle. Comment devient-on médium ? Est-ce un don ou une malédiction ? Comment décrire ce qui se passe lors de la mort ? Où va-t-on après ? Consulter un médium peut-il aider au processus de deuil ? Comment éviter les charlatans ? Autant de questions que ce livre aborde, nous entraînant à la découverte d'une réalité à la fois simple et vertigineuse : il est possible de communiquer avec ceux que nous aimons au-delà de la mort.",[],"le test : une expérience inouïe : la preuve de l'après-vie? / allix, stéphane deuil; médiums; médiumnité; parapsychologie; spiritisme--livres documentaires; [récits personnels] ",,9782226319081,Le test,Stéphane Allix,,2015-10-28,"Peut-on parler avec les morts ? Des femmes et des hommes le prétendent et en font même profession. Des milliers de gens les consultent. Ces capacités sont-elles réelles ou sont-elles une illusion ? Pour répondre à ces interrogations, Stéphane Allix a interrogé six médiums. Les résultats sont stupéfiants et confirment ce que révèlent les recherches scientifiques menées sur ce sujet : la vie après la mort est aujourd'hui une hypothèse rationnelle. Comment devient-on médium ? Est-ce un don ou une malédiction ? Comment décrire ce qui se passe lors de la mort ? Où va-t-on après ? Consulter un médium peut-il aider au processus de deuil ? Comment éviter les charlatans ? Autant de questions que ce livre aborde, nous entraînant à la découverte d'une réalité à la fois simple et vertigineuse : il est possible de communiquer avec ceux que nous aimons au-delà de la mort.",,
Pourquoi suis-je resté.e ? : le lien traumatique au pervers narcissique : comprendre pour se reconstruire /,"Ziégler, Anne Clotilde",9782263178726; 2263178724,Solar Editions,Manipulation (psychologie); Perversité; Narcissisme; Guides pratiques,475,9782263178726,,,,"pourquoi suis-je resté.e ? : le lien traumatique au pervers narcissique : comprendre pour se reconstruire / ziégler, anne clotilde manipulation (psychologie); perversité; narcissisme; guides pratiques ",,9782263178726,Pourquoi suis-je restée ?,Anne Clotilde Ziégler,,2023,,,
Triste tigre /,"Sinno, Neige, 1977-",9782818058268; 2818058260,POL,Littérature française; Récits personnels; Abus sexuels à l'égard des enfants,476,9782818058268,"{'description': ""J'ai voulu y croire, j'ai voulu rêver que le royaume de la littérature m'accueillerait comme n'importe lequel des orphelins qui y trouvent refuge, mais même à travers l'art, on ne peut pas sortir vainqueur de l'abjection. La littérature ne m'a pas sauvée. Je ne suis pas sauvée."", 'categories': ['Rape victims'], 'avg_rating': 0, 'page_count': 0}","J'ai voulu y croire, j'ai voulu rêver que le royaume de la littérature m'accueillerait comme n'importe lequel des orphelins qui y trouvent refuge, mais même à travers l'art, on ne peut pas sortir vainqueur de l'abjection. La littérature ne m'a pas sauvée. Je ne suis pas sauvée.",['Rape victims'],"triste tigre / sinno, neige, 1977- littérature française; récits personnels; abus sexuels à l'égard des enfants ",,9782818058268,,,,,,,
Assemblage : roman /,"Brown, Natasha",9782246828235; 2246828236,Bernard Grasset,,477,9782246828235,,,,"assemblage : roman / brown, natasha  ",,9782246828235,Assemblage,Natasha Brown,,2023,"""Découvrir l'âge adulte en pleine crise économique. Rester serviable dans un monde brutal et hostile. Sortir avec ses amis, étudier à ""Oxbridge"", débuter une carrière. Faire tout ce qu'il faut, comme il faut. Acheter un appartement. Acheter des oeuvres d'art. Acheter du bonheur. Et surtout, baisser les yeux. Rester discrète. Continuer comme si de rien n'était. La narratrice d'Assemblage est une femme britannique noire. Elle se prépare à assister à une somptueuse garden-party dans la propriété familiale de son petit ami, située au coeur de la campagne anglaise. C'est l'occasion pour elle d'examiner toutes les facettes de sa personnalité qu'elle a soigneusement assemblées pour passer inaperçue. Mais alors que les minutes défilent et que son avenir semble se dessiner malgré elle, une question la saisit : est-il encore temps de tout recommencer ?"" [payot.ch]",,
